"";"fala";"autor";"comentario";"data"
"873";"Eu vejo que eu vi de tudo também nesta CPI, sabe? Porque antes eu acompanhava vocês, o trabalho de vocês, pela televisão. E eu vi de tudo acontecer aqui. E, pelo que eu lembre, em outras Comissões Parlamentares de Inquérito, não tivemos nada dessas agressividades que a gente viu aqui: desrespeitos, abusos de autoridade. Quando não se confirmavam as narrativas – e aí, com todo o respeito, reconhecendo o trabalho do Relator, para mim é um amontoado de narrativas que a gente vai votar daqui a pouco – que a cúpula da CPI queria ouvir, aí começava o festival de barbaridade da pior qualidade: ameaça de prisão, indução de resposta, desrespeito com homens, com mulheres, com pessoas idosas, com pessoas que passaram 40 anos de suas vidas se dedicando a salvar outras vidas. Isso tudo ficou muito marcado.";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"874";"O povo brasileiro realmente começou a assistir a esta CPI com expectativa. Ele quer ver a justiça desde o início, mas acabou vendo justiceiros. E isso eu acho que turvou as investigações a que a gente se propôs a fazer aqui. A CPI demonstrou problemas gravíssimos com o contraditório, Senador Jorginho. Ela não tolera quem pensa diferente – palavra forte: ""tolera"".";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"875";"A ampla defesa aqui foi desconsiderada. Há pessoas, dessas 81, que estão indiciadas, que nem sequer foram ouvidas, e, detalhe, tinha requerimento aprovado aqui por colegas. Vou citar apenas o exemplo do Dr. Mauro Ribeiro, Presidente do Conselho Federal de Medicina, autoridade máxima da medicina no Brasil, que queria vir aqui – o Senador Humberto e eu aprovamos com os senhores, por unanimidade, para ele vir –, mas não, preferiu-se não ouvi-lo, colocá-lo no relatório sem dar o direito de ele se manifestar. Também por isso, eu acredito que fica uma mancha para esta CPI. Por que o medo da verdade?";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"876";"Eu vi aqui, Senador Marcos Rogério, uma caçada implacável, de tribunal de inquisição mesmo, a conservadores do Brasil, são jornalistas citados, blogues, sites, empresas que fazem uma plataforma de produção de conteúdo. Eu até discordo de algumas pautas, mas alguns, como o Brasil Paralelo, serem tratados como bandidos, quebrar o sigilo... É um negócio assim... Já não basta o que está acontecendo no Brasil, com o TSE e o STF fazendo inquérito de fake news ilegal, prendendo Parlamentares?";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"877";"Os Deputados... Eu vi uma entrevista um dia desses, Senador Marcos Rogério... Será que vai chegar o nosso dia? Senador Fernando Bezerra, ouvi Deputados dizendo: ""Olha, eu estou pianinho aqui, eu estou medindo as palavras pra falar porque eu posso ser o próximo a ser preso"". O que é que nós estamos fazendo do Brasil?";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"878";"Usar uma CPI desta como instrumento politiqueiro, para antecipar as eleições de 2022? Nós tivemos, Senador Marcos Rogério, três – três! – membros desta CPI subindo em palanque durante esse período como candidato a Presidente da República, se colocando. É uma comprovação de que esta CPI foi usada como instrumento político, eu não tenho dúvida com relação a isso.";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"879";"Eu acho melancólico o final que a gente está tendo aqui, fazendo a ressalva de que existe erro, sim, especialmente do Presidente da República – eu tenho dito isso desde o início desta CPI –, causando aglomeração, não usando máscara quando deveria dar o exemplo, mas também dando declarações infelizes sobre a vacina – inclusive ontem errou, sim.";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"880";"Mas esse relatório se perdeu, perderam a mão nele, e isso deslegitima até algumas coisas que poderiam ser vistas com seriedade. Ultrapassou o limite de uma vingança até pessoal, regional, com interesses políticos. Isso ficou muito evidente. E a mancha a que nós chegamos aqui, no último dia, cobrando ainda...";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"881";"Mas não tem jeito, realmente esta CPI, definitivamente, não quis rastrear corrupção. Não adianta dizer que foi o STF que não deixou. O STF até colaborou para que os Governadores não viessem, mas havia outras estratégias. A gente não quis investigar porque não quis. Não adianta colocar em terceiros essa questão.";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"882";"O capítulo final, e eu espero que pelo menos essa parte a gente apague, é esse de incluir o Senador Heinze como indiciado. Aí eu faço um apelo aos colegas – olha, eu vou dizer uma coisa para vocês –: não podemos institucionalizar uma perseguição política de um grupo político específico com esse indiciamento. É um direito do Parlamentar de falar. Nós não podemos intimidar Parlamentares aqui. E, sobre essa do Heinze, eu acredito no bom senso de que não vai ser incluído como 81º indiciado. Seria um equívoco. Iria fechar de uma forma lamentável – palavra que eu nem gosto de usar muito –, lamentável esta CPI fazer isso com um colega por opinião que foi dada por ele aqui durante... E ele levantou, é o direito que ele tem, estudou, pesquisou, trouxe aqui médicos. A maioria dos Parlamentares aqui desta Comissão não quiseram ouvir os médicos que ele trouxe. Agora vão colocar o cara como indiciado? Sinceramente, isso é algo lamentável, que a gente espera que não ocorra neste momento.";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"883";"Eu necessito dizer também que procurei, o tempo todo, dar o melhor de mim. Reconheço inúmeras limitações e imperfeições que eu tenho, mas procuro me inspirar no bom combate de Paulo de Tarso, guardando a minha fé, sem violência, mas principalmente sem omissão.";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"884";"Nós vivemos aqui um fla-flu – fla-flu. Grupos de zap de famílias estão sendo desfeitos por causa de política. Eu acho que esta CPI foi um retrato, sim, do que a gente está vivendo em nossa sociedade altamente politizada, polarizada, sem fim. Você pegar campeonato de futebol, como a gente viu aqui – campeonato de futebol –, e politizar? Você pegar voto auditável e fazer isso ser politizado? Você pegar bandeira nacional, a bandeira do Brasil, do nosso País, para ser politizada? Olha a que ponto de cegueira política a gente chegou! Nós somos irmãos, filhos do mesmo Deus! Absolutamente temos que ter esse posicionamento. E por projeto de poder! Essa é a grande realidade. A força motriz desta CPI: projeto de poder.";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"885";"A preocupação com as pessoas que estão agora com fome, que estão desempregadas, isso aí eu não vi aqui, com todo o respeito a quem pensa diferente. Faltou compaixão também.";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"886";"Para finalizar, eu queria colocar também o seguinte: esta CPI poderia, sim, ter deixado um legado à sociedade, mas preferiu o caminho cômodo da conivência com a corrupção, que, neste nosso País, mata mais que qualquer vírus.";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"887";"Asseguro, por fim, dizer que não podemos jamais perder a esperança no futuro deste País, porque todo dia é dia de plantar novas e boas sementes, conforme nos ensinou o grande pacifista e humanista Chico Xavier quando diz que embora ninguém possa voltar atrás e fazer um novo começo, qualquer um de nós pode começar agora a fazer um novo fim.";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"888";"Assim, de forma melancólica, repito, esta CPI se encerra, infelizmente, sem cumprir os seus objetivos previstos nos requerimentos geradores desta Comissão. Um dos requerimentos é o do que agora está na Presidência, Senador Randolfe Rodrigues, investigar eventuais ações e omissões do Governo Federal e, o outro requerimento, assinado por 45 Senadores da República, a maioria da Casa, foi completamente desrespeitado. Rasgaram o meu requerimento e simplesmente o colocaram no lixo desde o início desta CPI. Foi isso que aconteceu, não quiseram rastrear corrupção, ou seja, o requerimento que deu origem à instalação da própria CPI.";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"889";"Fica o meu protesto, o meu voto contrário e, ao mesmo tempo, um pedido aos colegas para que analisem o meu voto de forma equilibrada, mostrando um lado e mostrando o outro, difícil nesse cenário que a gente vive de tanto radicalismo, de tanta guerra política, enquanto a gente deveria estar dando as mãos aqui para socorrer o povo brasileiro, mas a população está vendo tudo isso, quem ainda está assistindo está vendo tudo isso. E que a gente possa, de alguma forma, deixar algum legado para os nossos filhos e netos a partir de tudo que nós vivenciamos e aprendemos uns com os outros nesta CPI.";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"890";"Que Deus nos abençoe, muita luz e muita paz!";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"891";"Muito obrigado, Sr. Presidente.";"Eduardo Girão";"Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para discutir.";"26/10/2021"
"892";"– Obrigado, Senador Eduardo Girão.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"893";"Próximo inscrito, Senador Alessandro Vieira.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"894";"Só para informar os inscritos em seguida: Senadora Soraya Thronicke, Senador Fernando Bezerra, Senador Flávio Bolsonaro. Na sequência, Senador Izalci Lucas, Fabiano Contarato, Jean Paul Prates, Zenaide Maia, Leila Barros, Simone Tebet, Randolfe Rodrigues e Omar Aziz.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"895";"Senador Alessandro, a palavra está com V. Exa.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"896";"– Obrigado, Sr. Presidente.";"Alessandro Vieira";"PDT/CIDADANIA/REDE/CIDADANIA - SE. Para discutir.";"26/10/2021"
"897";"Antes de qualquer coisa, é preciso fazer uma reverência à memória das mais de 600 mil vítimas, entre as quais três colegas nossos, Major Olimpio, José Maranhão e Arolde. Particularmente, me refiro a Olimpio, que foi um guerreiro, esteve internado no mesmo momento em que eu estive internado vítima da covid, não conseguiu resistir, mas certamente estaria aqui fazendo soar a sua voz com aquele estilo e com a coragem de enfrentar as dificuldades. Então, a saudação a todos aqueles que não puderam estar aqui neste momento.";"Alessandro Vieira";"PDT/CIDADANIA/REDE/CIDADANIA - SE. Para discutir.";"26/10/2021"
"898";"Me perguntam, ao longo desses meses, qual foi o grande feito desta CPI. É uma CPI diferente das CPIs da história do Congresso, da história do Senado. O grande feito seguramente foi dar voz àqueles que não tiveram voz, que não tiverem espaço neste Governo. As vítimas, os seus familiares, a ciência, os profissionais de saúde foram ouvidos sequencialmente nessas cadeiras da CPI no Senado e puderam esclarecer a sociedade brasileira, de fato, sobre a tristeza e a gravidade daquilo que enfrentamos para além da pandemia.";"Alessandro Vieira";"PDT/CIDADANIA/REDE/CIDADANIA - SE. Para discutir.";"26/10/2021"
"899";"A pandemia, por óbvio, é causada por um vírus imprevisível, de difícil controle, que surpreendeu todo mundo há mais de um ano; mas, no Brasil, essa pandemia se fez muito mais grave pela deliberada ação, consciente ação por parte do Governo Federal, comandado pelo Presidente da República Jair Messias Bolsonaro, devidamente eleito que foi para o cargo.";"Alessandro Vieira";"PDT/CIDADANIA/REDE/CIDADANIA - SE. Para discutir.";"26/10/2021"
